2.857728085497876158e+00,4.573067684423689272e+00
2.875734953653445558e+00,4.579459588478298038e+00
2.892707492685499648e+00,4.587697582105522365e+00
2.908495270503201002e+00,4.597436343704744743e+00
2.922973492461134359e+00,4.608271506956779895e+00
2.936044942458834406e+00,4.619764670278822649e+00
2.947641064830750501e+00,4.631472313935055318e+00
2.957722050029049754e+00,4.642973925800924384e+00
2.966275942452156755e+00,4.653894812135859205e+00
2.973317164926561507e+00,4.663922539831242275e+00
2.978885131665115260e+00,4.672818100363281602e+00
2.983043939960596802e+00,4.680422227561827242e+00
2.985883377257798621e+00,4.686655670928712603e+00
2.987520157743031479e+00,4.691512813961757900e+00
2.988098608796257327e+00,4.695050106471679641e+00
2.987790842638431421e+00,4.697370573497757107e+00
2.986796330848816794e+00,4.698604382455320305e+00
2.985340566373695825e+00,4.698886576168511020e+00
2.983672757470277936e+00,4.698334806248782414e+00
2.982062740909144694e+00,4.697029310201211061e+00
2.980796676650125931e+00,4.694996263015813298e+00
2.980170923931853011e+00,4.692196718644158437e+00
2.980484694764310216e+00,4.688524708058491974e+00
2.982032556310934002e+00,4.683815912177689889e+00
2.985097224550825601e+00,4.677864133915397460e+00
2.989942720335748039e+00,4.670441638625498548e+00
2.996808105066388617e+00,4.661320806456910049e+00
3.005902800663182717e+00,4.650294528965152274e+00
3.017405173613675551e+00,4.637192534511905606e+00
3.031464301130748051e+00,4.621891679936730668e+00
3.048202220164849319e+00,4.604319388001886892e+00
3.067715527348336302e+00,4.584451485885236544e+00
3.090078346343777760e+00,4.562307673060960411e+00
3.115346598290111402e+00,4.537947020454893732e+00
3.143559904118928827e+00,4.511463433666623501e+00
3.174739169514463555e+00,4.482980515891671125e+00
3.208880896657053672e+00,4.452645609772543089e+00
3.245948524026155191e+00,4.420621888789166398e+00
3.285860159478064979e+00,4.387077831749444989e+00
3.328474175863205708e+00,4.352175196478436980e+00
3.373576056648524002e+00,4.316055949182961093e+00
