2.752735917156847290e+00,9.952974968321905536e+00
2.774325444883732672e+00,9.959461721594639272e+00
2.795373795028677222e+00,9.965550225555572794e+00
2.815603912563851008e+00,9.971073925679421635e+00
2.834745174375912669e+00,9.975811345284267162e+00
2.852544057990282322e+00,9.979514337781656863e+00
2.868767583101798913e+00,9.981937931077222714e+00
2.883193593963133683e+00,9.982852322069785345e+00
2.895603532447258210e+00,9.982040911456886434e+00
2.905786811841024164e+00,9.979297977391301089e+00
2.913546657586234545e+00,9.974435902069419768e+00
2.918691220022862076e+00,9.967296259231424926e+00
2.921014812338206923e+00,9.957750180889130220e+00
2.920296038039711828e+00,9.945689755476875504e+00
2.916319961050139131e+00,9.931022991597661331e+00
2.908908448579541783e+00,9.913676125209487822e+00
2.897946829897263044e+00,9.893598891329109080e+00
2.883402113551014168e+00,9.870766518313752513e+00
2.865335547808584238e+00,9.845174893737711486e+00
2.843906298987965542e+00,9.816826948962583899e+00
2.819356377012391057e+00,9.785710962701141824e+00
2.791989381941908821e+00,9.751781469454247286e+00
2.762158122058177234e+00,9.714954286868820788e+00
2.730253072962357752e+00,9.675114885688753219e+00
2.696686467893998795e+00,9.632132244160304779e+00
2.661881916205181220e+00,9.585872048534840317e+00
2.626280560077179249e+00,9.536213090815499172e+00
2.590354901032378976e+00,9.483075685775920860e+00
2.554605436748877967e+00,9.426454829441754057e+00
2.519537814395799380e+00,9.366439399709822311e+00
2.485638294831001627e+00,9.303212639139399442e+00
2.453351718705021334e+00,9.237046067689400175e+00
2.423054579162541522e+00,9.168300162863792124e+00
2.395021544581976691e+00,9.097434419575277431e+00
2.369397474618436306e+00,9.025015205025498588e+00
2.346190413373059336e+00,8.951703308487267918e+00
2.325284435087806578e+00,8.878214720720773556e+00
2.306460939065285931e+00,8.805272198751621815e+00
2.289421816025869472e+00,8.733577214141492462e+00
2.273810634629306104e+00,8.663810740927322840e+00
2.259229330678448111e+00,8.596638923759844175e+00
2.245251240481618282e+00,8.532700514894395738e+00
2.231433017306050370e+00,8.472576195015454559e+00
2.217327128601089381e+00,8.416751835881100874e+00
2.202493510205377092e+00,8.365591628361393362e+00
2.186508425367057917e+00,8.319329491219955131e+00
2.168973961917696869e+00,8.278068303978244558e+00
2.149535195572543245e+00,8.241774585798744113e+00
2.127906482885884021e+00,8.210273578871968070e+00
2.103899774802834965e+00,8.183260716867684081e+00
2.077446685362643652e+00,8.160339042625389894e+00
2.048610265989087242e+00,8.141077024802125806e+00
2.017584407012811276e+00,8.125065956737529405e+00
1.984680467189940511e+00,8.111948476595166824e+00
1.950305956506228400e+00,8.101410608039250505e+00
1.914942976313143141e+00,8.093163817601311649e+00
1.879130166502359423e+00,8.086941342296169566e+00
1.843446652259710827e+00,8.082503684775463881e+00
1.808494947769433203e+00,8.079634850382230837e+00
1.774882254846630758e+00,8.078122979939069026e+00
1.743203005029937414e+00,8.077745836198197082e+00
1.714025845343366994e+00,8.078290980791633658e+00
1.687884530492304691e+00,8.079605484170119922e+00
1.665266752359774172e+00,8.081629814128062250e+00
1.646596713849537652e+00,8.084385634598216797e+00
1.632217254435614162e+00,8.087936515787232494e+00
1.622380899789791497e+00,8.092354352708554188e+00
1.617252907172228582e+00,8.097701984648393747e+00
1.616922329355277022e+00,8.104027381595779289e+00
1.621412872258437332e+00,8.111362039668357227e+00
1.630686240045872148e+00,8.119717245047640475e+00
1.644636707117140606e+00,8.129076630515980284e+00
1.663081447343057073e+00,8.139389723375533237e+00
1.685753667890694807e+00,8.150577806488337629e+00
1.712304575460587230e+00,8.162556900861298814e+00
1.742316756522670929e+00,8.175257203505109871e+00
1.775327256987959901e+00,8.188611394464775373e+00
1.810854328300152805e+00,8.202517694448747676e+00
1.848421103339536353e+00,8.216811597754984930e+00
1.887572875527530947e+00,8.231265675778766777e+00
1.927886001194691001e+00,8.245608770390111530e+00
1.968966149312537217e+00,8.259547033642279601e+00
2.010437743741916083e+00,8.272776629870195464e+00
2.051931898599066884e+00,8.284989815508060573e+00
2.093080340206523893e+00,8.295882129744651223e+00
2.133518761050168688e+00,8.305165422183117485e+00
2.172898358066118529e+00,8.312587467245302619e+00
2.210901180411032119e+00,8.317957178204478552e+00
2.247254978314416007e+00,8.321170452083167746e+00
2.281745030710522038e+00,8.322227970278529341e+00
2.314219726992828186e+00,8.321238782340667939e+00
2.344585845785547740e+00,8.318410085029913859e+00
2.372795401343289701e+00,8.314030382932315888e+00
2.398832454187342922e+00,8.308455907027020970e+00
2.422704802239529442e+00,8.302103890936606945e+00
2.444439293979907113e+00,8.295447557459283416e+00
2.464080250906536040e+00,8.289009641845789034e+00
2.481691560580961298e+00,8.283357589537732935e+00
2.497360730376668947e+00,8.279100720639563704e+00
2.511202108714269965e+00,8.276884038367306573e+00
2.523357145067628871e+00,8.277370936481458941e+00
2.533992553373729528e+00,8.281208304674619214e+00
2.543298874267014842e+00,8.288975454677709465e+00
2.551487511108579298e+00,8.301129695600700131e+00
2.558782106701796621e+00,8.317969292868220066e+00
2.565405578450461466e+00,8.339628026435303099e+00
2.571568275018337513e+00,8.366094546932480114e+00
2.577460506313813404e+00,8.397236925221333692e+00
2.583249565865314068e+00,8.432821644055611188e+00
2.589080622228232542e+00,8.472529761956511862e+00
2.595080051757666872e+00,8.515973510029875015e+00
2.601357944724109306e+00,8.562710876732744225e+00
2.608006922510898828e+00,8.612254973133177671e+00
2.615097411959003804e+00,8.664077658430654694e+00
2.622671814768983367e+00,8.717609909537987534e+00
2.630741089751103434e+00,8.772246099299799482e+00
2.639286172009081888e+00,8.827361336578427142e+00
